id,subfolder,target,pa_obl
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/2456,1775,['air/N'],deprive/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/2503,1775,['air/N'],deprive/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/2590,1775,['air/N'],deprive/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/2595,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/2651,1775,['air/N'],change/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/3188,1775,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/3595,1775,['air/N'],differ/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/4375,1775,['air/N'],meet/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/4451,1775,['air/N'],compare/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/5626,1775,['air/N'],diffuse/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/5769,1775,['air/N'],breathe/V
air/Royal_Society_Corpus_open_v6.0_text_106229_1777.txt/1387,1775,['air/N'],exhaust/V
air/Royal_Society_Corpus_open_v6.0_text_106261_1777.txt/3755,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106261_1777.txt/7379,1775,['air/N'],let/V
air/Royal_Society_Corpus_open_v6.0_text_106435_1779.txt/1527,1775,['air/N'],have/V
air/Royal_Society_Corpus_open_v6.0_text_106216_1775.txt/1084,1775,['air/N'],surround/V
air/Royal_Society_Corpus_open_v6.0_text_106216_1775.txt/1120,1775,['air/N'],place/V
air/Royal_Society_Corpus_open_v6.0_text_106216_1775.txt/1260,1775,['air/N'],surround/V
air/Royal_Society_Corpus_open_v6.0_text_106216_1775.txt/1568,1775,['air/N'],place/V
air/Royal_Society_Corpus_open_v6.0_text_106216_1775.txt/1587,1775,['air/N'],remain/V
air/Royal_Society_Corpus_open_v6.0_text_106216_1775.txt/1637,1775,['air/N'],surround/V
air/Royal_Society_Corpus_open_v6.0_text_106216_1775.txt/1673,1775,['air/N'],pass/V
air/Royal_Society_Corpus_open_v6.0_text_106279_1776.txt/198,1775,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106278_1776.txt/383,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106278_1776.txt/451,1775,['air/N'],take/V
air/Royal_Society_Corpus_open_v6.0_text_106278_1776.txt/835,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106278_1776.txt/1193,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106278_1776.txt/1535,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106278_1776.txt/1737,1775,['air/N'],take/V
air/Royal_Society_Corpus_open_v6.0_text_106278_1776.txt/2059,1775,['air/N'],put/V
air/Royal_Society_Corpus_open_v6.0_text_106278_1776.txt/2097,1775,['air/N'],stand/V
air/Royal_Society_Corpus_open_v6.0_text_106231_1777.txt/3532,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106231_1777.txt/5439,1775,['air/N'],throw/V
air/Royal_Society_Corpus_open_v6.0_text_106231_1777.txt/7097,1775,['air/N'],act/V
air/Royal_Society_Corpus_open_v6.0_text_106231_1777.txt/14172,1775,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106231_1777.txt/15448,1775,['air/N'],try/V
air/Royal_Society_Corpus_open_v6.0_text_106205_1775.txt/3253,1775,['air/N'],imbibe/V
air/Royal_Society_Corpus_open_v6.0_text_106307_1776.txt/394,1775,['air/N'],dry/V
air/Royal_Society_Corpus_open_v6.0_text_106307_1776.txt/4755,1775,['air/N'],ow/V
air/Royal_Society_Corpus_open_v6.0_text_106184_1775.txt/1133,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106184_1775.txt/1411,1775,['air/N'],purge/V
air/Royal_Society_Corpus_open_v6.0_text_106184_1775.txt/1431,1775,['air/N'],purge/V
air/Royal_Society_Corpus_open_v6.0_text_106184_1775.txt/1455,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106297_1776.txt/1091,1775,['air/N'],stand/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/907,1775,['air/N'],combine/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/1268,1775,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/1586,1775,['air/N'],escape/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/1620,1775,['air/N'],escape/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/1647,1775,['air/N'],compare/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/2801,1775,['air/N'],burn/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/2889,1775,['air/N'],differ/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/3623,1775,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/3940,1775,['air/N'],lose/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/4010,1775,['air/N'],evaporate/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/4097,1775,['air/N'],evaporate/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/4149,1775,['air/N'],communicate/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/5952,1775,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/7212,1775,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/8506,1775,['air/N'],combine/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/8556,1775,['air/N'],combine/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/8593,1775,['air/N'],combine/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/9043,1775,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/9507,1775,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/9802,1775,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/10216,1775,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/10469,1775,['air/N'],communicate/V
air/Royal_Society_Corpus_open_v6.0_text_106427_1779.txt/10586,1775,['air/N'],depend/V
air/Royal_Society_Corpus_open_v6.0_text_106499_1783.txt/4066,1780,['air/N'],remain/V
air/Royal_Society_Corpus_open_v6.0_text_106499_1783.txt/4226,1780,['air/N'],bring/V
air/Royal_Society_Corpus_open_v6.0_text_106541_1781.txt/1572,1780,['air/N'],remain/V
air/Royal_Society_Corpus_open_v6.0_text_106541_1781.txt/1979,1780,['air/N'],place/V
air/Royal_Society_Corpus_open_v6.0_text_106541_1781.txt/2386,1780,['air/N'],reduce/V
air/Royal_Society_Corpus_open_v6.0_text_106541_1781.txt/2435,1780,['air/N'],keep/V
air/Royal_Society_Corpus_open_v6.0_text_106541_1781.txt/2550,1780,['air/N'],live/V
air/Royal_Society_Corpus_open_v6.0_text_106541_1781.txt/3042,1780,['air/N'],place/V
air/Royal_Society_Corpus_open_v6.0_text_106541_1781.txt/3327,1780,['air/N'],depend/V
air/Royal_Society_Corpus_open_v6.0_text_106541_1781.txt/3369,1780,['air/N'],separate/V
air/Royal_Society_Corpus_open_v6.0_text_106541_1781.txt/3434,1780,['air/N'],separate/V
air/Royal_Society_Corpus_open_v6.0_text_106541_1781.txt/4447,1780,['air/N'],absorb/V
air/Royal_Society_Corpus_open_v6.0_text_106367_1780.txt/2108,1780,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106367_1780.txt/2205,1780,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106484_1783.txt/927,1780,['air/N'],carry/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/293,1780,['air/N'],convert/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/765,1780,['air/N'],supply/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/1333,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/3213,1780,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/4321,1780,['air/N'],unite/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/4490,1780,['air/N'],pass/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/6194,1780,['air/N'],contain/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/6377,1780,['air/N'],turn/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/7084,1780,['air/N'],appear/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/7260,1780,['air/N'],contain/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/7291,1780,['air/N'],contain/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/7539,1780,['air/N'],change/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/7589,1780,['air/N'],change/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/8246,1780,['air/N'],change/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/8577,1780,['air/N'],free/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/8767,1780,['air/N'],contain/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/8784,1780,['air/N'],contain/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/8796,1780,['air/N'],contain/V
air/Royal_Society_Corpus_open_v6.0_text_106594_1784.txt/9071,1780,['air/N'],contain/V
air/Royal_Society_Corpus_open_v6.0_text_106464_1782.txt/2747,1780,['air/N'],unite/V
air/Royal_Society_Corpus_open_v6.0_text_106386_1780.txt/970,1780,['air/N'],place/V
air/Royal_Society_Corpus_open_v6.0_text_106386_1780.txt/1741,1780,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106387_1780.txt/2859,1780,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106387_1780.txt/3328,1780,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106387_1780.txt/4226,1780,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106387_1780.txt/4573,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106387_1780.txt/4596,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106387_1780.txt/4988,1780,['air/N'],come/V
air/Royal_Society_Corpus_open_v6.0_text_106387_1780.txt/5037,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106387_1780.txt/5710,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106387_1780.txt/6383,1780,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106510_1781.txt/292,1780,['air/N'],weigh/V
air/Royal_Society_Corpus_open_v6.0_text_106510_1781.txt/312,1780,['air/N'],have/V
air/Royal_Society_Corpus_open_v6.0_text_106510_1781.txt/379,1780,['air/N'],weigh/V
air/Royal_Society_Corpus_open_v6.0_text_106510_1781.txt/413,1780,['air/N'],weigh/V
air/Royal_Society_Corpus_open_v6.0_text_106510_1781.txt/1391,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106510_1781.txt/1722,1780,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106510_1781.txt/1852,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106510_1781.txt/1900,1780,['air/N'],let/V
air/Royal_Society_Corpus_open_v6.0_text_106510_1781.txt/3051,1780,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106510_1781.txt/3796,1780,['air/N'],go/V
air/Royal_Society_Corpus_open_v6.0_text_106510_1781.txt/6261,1780,['air/N'],differ/V
air/Royal_Society_Corpus_open_v6.0_text_106510_1781.txt/6920,1780,['air/N'],go/V
air/Royal_Society_Corpus_open_v6.0_text_106510_1781.txt/10129,1780,['air/N'],weigh/V
air/Royal_Society_Corpus_open_v6.0_text_106510_1781.txt/10555,1780,['air/N'],saturate/V
air/Royal_Society_Corpus_open_v6.0_text_106510_1781.txt/10721,1780,['air/N'],find/V
air/Royal_Society_Corpus_open_v6.0_text_106592_1784.txt/181,1780,['air/N'],unite/V
air/Royal_Society_Corpus_open_v6.0_text_106592_1784.txt/811,1780,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106592_1784.txt/1721,1780,['air/N'],part/V
air/Royal_Society_Corpus_open_v6.0_text_106592_1784.txt/1741,1780,['air/N'],unite/V
air/Royal_Society_Corpus_open_v6.0_text_106463_1782.txt/2715,1780,['air/N'],consist/V
air/Royal_Society_Corpus_open_v6.0_text_106463_1782.txt/2719,1780,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106463_1782.txt/3346,1780,['air/N'],ow/V
air/Royal_Society_Corpus_open_v6.0_text_106471_1782.txt/399,1780,['air/N'],free/V
air/Royal_Society_Corpus_open_v6.0_text_106471_1782.txt/774,1780,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106471_1782.txt/1234,1780,['air/N'],saturate/V
air/Royal_Society_Corpus_open_v6.0_text_106471_1782.txt/1601,1780,['air/N'],saturate/V
air/Royal_Society_Corpus_open_v6.0_text_106471_1782.txt/1782,1780,['air/N'],saturate/V
air/Royal_Society_Corpus_open_v6.0_text_106471_1782.txt/1875,1780,['air/N'],die/V
air/Royal_Society_Corpus_open_v6.0_text_106471_1782.txt/2028,1780,['air/N'],deprive/V
air/Royal_Society_Corpus_open_v6.0_text_106471_1782.txt/2406,1780,['air/N'],saturate/V
air/Royal_Society_Corpus_open_v6.0_text_106471_1782.txt/2970,1780,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106471_1782.txt/3305,1780,['air/N'],exhaust/V
air/Royal_Society_Corpus_open_v6.0_text_106471_1782.txt/3326,1780,['air/N'],deprive/V
air/Royal_Society_Corpus_open_v6.0_text_106471_1782.txt/3355,1780,['air/N'],exhaust/V
air/Royal_Society_Corpus_open_v6.0_text_106471_1782.txt/3446,1780,['air/N'],exhaust/V
air/Royal_Society_Corpus_open_v6.0_text_106471_1782.txt/5138,1780,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106495_1783.txt/1569,1780,['air/N'],hang/V
air/Royal_Society_Corpus_open_v6.0_text_106495_1783.txt/1611,1780,['air/N'],get/V
air/Royal_Society_Corpus_open_v6.0_text_106495_1783.txt/1833,1780,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106495_1783.txt/4123,1780,['air/N'],stand/V
air/Royal_Society_Corpus_open_v6.0_text_106495_1783.txt/4395,1780,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106495_1783.txt/4529,1780,['air/N'],proceed/V
air/Royal_Society_Corpus_open_v6.0_text_106495_1783.txt/4922,1780,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106495_1783.txt/5673,1780,['air/N'],hang/V
air/Royal_Society_Corpus_open_v6.0_text_106495_1783.txt/5826,1780,['air/N'],stand/V
air/Royal_Society_Corpus_open_v6.0_text_106495_1783.txt/5871,1780,['air/N'],hang/V
air/Royal_Society_Corpus_open_v6.0_text_106495_1783.txt/5895,1780,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106495_1783.txt/6057,1780,['air/N'],hang/V
air/Royal_Society_Corpus_open_v6.0_text_106495_1783.txt/7769,1780,['air/N'],cool/V
air/Royal_Society_Corpus_open_v6.0_text_106601_1784.txt/134,1780,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106601_1784.txt/906,1780,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106601_1784.txt/1576,1780,['air/N'],communicate/V
air/Royal_Society_Corpus_open_v6.0_text_106398_1780.txt/3386,1780,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106449_1782.txt/579,1780,['air/N'],separate/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/690,1780,['air/N'],attract/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/865,1780,['air/N'],surround/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/964,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/1217,1780,['air/N'],imbibe/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/1662,1780,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/1784,1780,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/2144,1780,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/2213,1780,['air/N'],get/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/2249,1780,['air/N'],be/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/2277,1780,['air/N'],impart/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/2462,1780,['air/N'],convert/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/2876,1780,['air/N'],produce/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/2993,1780,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/3617,1780,['air/N'],melt/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/4193,1780,['air/N'],contain/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/4253,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/4384,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/4453,1780,['air/N'],remain/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/4548,1780,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/4612,1780,['air/N'],throw/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/4664,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/4827,1780,['air/N'],convert/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/4921,1780,['air/N'],produce/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/4931,1780,['air/N'],attract/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/5326,1780,['air/N'],fire/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/8264,1780,['air/N'],communicate/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/8535,1780,['air/N'],surround/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/10057,1780,['air/N'],get/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/10833,1780,['air/N'],find/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/11462,1780,['air/N'],be/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/11832,1780,['air/N'],convert/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/12068,1780,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/12146,1780,['air/N'],turn/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/12157,1780,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/12222,1780,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/12230,1780,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/12340,1780,['air/N'],be/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/12548,1780,['air/N'],contain/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/12565,1780,['air/N'],convert/V
air/Royal_Society_Corpus_open_v6.0_text_106498_1783.txt/13110,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106536_1781.txt/945,1780,['air/N'],communicate/V
air/Royal_Society_Corpus_open_v6.0_text_106584_1784.txt/307,1780,['air/N'],unite/V
air/Royal_Society_Corpus_open_v6.0_text_106584_1784.txt/375,1780,['air/N'],proceed/V
air/Royal_Society_Corpus_open_v6.0_text_106584_1784.txt/896,1780,['air/N'],add/V
air/Royal_Society_Corpus_open_v6.0_text_106584_1784.txt/1251,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106584_1784.txt/2572,1780,['air/N'],try/V
air/Royal_Society_Corpus_open_v6.0_text_106585_1784.txt/82,1780,['air/N'],proceed/V
air/Royal_Society_Corpus_open_v6.0_text_106585_1784.txt/614,1780,['air/N'],consist/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/477,1780,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/943,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/1148,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/1610,1780,['air/N'],contain/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/2007,1780,['air/N'],arise/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/2623,1780,['air/N'],weigh/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/2977,1780,['air/N'],weigh/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/2989,1780,['air/N'],weigh/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/3816,1780,['air/N'],let/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/3923,1780,['air/N'],try/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/3980,1780,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/4507,1780,['air/N'],keep/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/5774,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/5831,1780,['air/N'],deprive/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/6072,1780,['air/N'],proceed/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/6481,1780,['air/N'],weigh/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/6975,1780,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/7030,1780,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/7109,1780,['air/N'],come/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/7131,1780,['air/N'],try/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/7320,1780,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/7418,1780,['air/N'],come/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/7523,1780,['air/N'],try/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/7572,1780,['air/N'],try/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/8578,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/8722,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/8925,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/9467,1780,['air/N'],have/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/9987,1780,['air/N'],add/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/10013,1780,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/10506,1780,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/10556,1780,['air/N'],impart/V
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/10593,1780,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/3729,1780,['air/N'],separate/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/5212,1780,['air/N'],find/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/6346,1780,['air/N'],deprive/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/6889,1780,['air/N'],reduce/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/7345,1780,['air/N'],unite/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/7662,1780,['air/N'],unite/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/8324,1780,['air/N'],separate/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/8863,1780,['air/N'],consist/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/9492,1780,['air/N'],consist/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/10198,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/10886,1780,['air/N'],melt/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/10953,1780,['air/N'],convert/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11076,1780,['air/N'],produce/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/12019,1780,['air/N'],proceed/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/12033,1780,['air/N'],proceed/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/12176,1780,['air/N'],proceed/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/12635,1780,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/12657,1780,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/12932,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13029,1780,['air/N'],unite/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13076,1780,['air/N'],free/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13162,1780,['air/N'],convert/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13168,1780,['air/N'],convert/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13193,1780,['air/N'],take/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13229,1780,['air/N'],take/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13408,1780,['air/N'],exhaust/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13459,1780,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13748,1780,['air/N'],exist/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14391,1780,['air/N'],find/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14504,1780,['air/N'],convert/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14638,1780,['air/N'],convert/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14757,1780,['air/N'],find/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14867,1780,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14902,1780,['air/N'],live/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/15095,1780,['air/N'],convert/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/15269,1780,['air/N'],turn/V
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/15296,1780,['air/N'],convert/V
