id,subfolder,target,chi_case,chi_det,pa_nmod,pa_obl,chi_amod,chi_punct,chi_nmod,chi_acl:relcl,pa_nsubj,pa_compound,chi_conj,pa_conj,chi_cc,pa_nsubj:pass,chi_acl,pa_obj,pa_obl:agent,chi_nummod,chi_advmod,chi_compound,chi_nmod:poss,chi_cop,chi_mark,chi_appos,pa_appos,chi_dep,chi_advcl,chi_nsubj,chi_det:predet,chi_cc:preconj,chi_list,pa_advcl,pa_xcomp,chi_nmod:unmarked,pa_nmod:poss,pa_nsubj:outer,pa_dep,pa_dislocated,chi_parataxis,pa_parataxis,chi_obl,chi_aux,pa_ccomp,pa_acl,pa_list,pa_acl:relcl,pa_obl:unmarked,chi_nsubj:outer,chi_obl:unmarked,chi_discourse,pa_advcl:relcl,pa_vocative,chi_flat,chi_orphan,pa_csubj,pa_iobj,pa_csubj:pass
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6359,1780,['air/N'],['to/A'],[],[],['quit/V'],['common/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6378,1780,['air/N'],[],[],[],[],['phlogisticated/A'],[],[],['show/V'],[],[],[],[],[],[],[],['form/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6432,1780,['air/N'],[],[],[],[],['dephlogisticated/A'],[],[],[],['contain/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6457,1780,['air/N'],[],['the/D'],[],[],['inflammable/A'],[],[],[],['proportion/N'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6474,1780,['air/N'],['into/A'],[],[],['turn/V'],['phlogisticated/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6482,1780,['air/N'],[],['the/D'],[],[],['inflammable/A'],[],[],[],['small/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6513,1780,['air/N'],['of/A'],[],['composition/N'],[],['dephlogisticated/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6520,1780,['air/N'],[],['this/D'],[],[],[],[],[],[],['proportion/N'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6531,1780,['air/N'],['of/A'],['the/D'],['part/N'],[],['phlogisticated/A'],[],[],['debase/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6547,1780,['air/N'],['to/A'],[],['affinity/N'],[],['dephlogisticated/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6564,1780,['air/N'],[],['the/D'],[],[],['dephlogisticated/A'],[],[],[],['more/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6574,1780,['air/N'],[],['the/D'],[],[],['inflammable/A'],[],[],[],[],[],[],[],[],[],[],['consume/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6583,1780,['air/N'],[],['the/D'],[],[],['phlogisticate/V'],[],['phlogiston/N'],[],[],[],[],[],[],[],[],['deprive/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6611,1780,['air/N'],[],['that/D'],[],[],['dephlogisticated/A'],[],[],[],['nothing/P'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6638,1780,['air/N'],['of/A'],[],[],['consist/V'],['dephlogisticated/A'],[],[],[],[],[],[],[],[],[],['unite/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6646,1780,['air/N'],[],[],[],[],['inflammable/A'],[],[],[],['phlogiston/N'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6703,1780,['air/N'],[],[],[],[],['dephlogisticated/A'],[],[],[],['consist/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6776,1780,['air/N'],[],[],[],[],['common/A'],[],[],[],['absorb/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6783,1780,['air/N'],['from/A'],[],[],['absorb/V'],['inflammable/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6799,1780,['air/N'],['of/A'],[],['phlogiston/N'],[],['nitrous/A'],[],[],[],[],[],"['liver/N', 'substance/N']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6893,1780,['air/N'],[],[],[],[],['inflammable/A'],[],[],[],[],[],[],[],[],[],[],['show/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6917,1780,['air/N'],[],[],[],[],['inflammable/A'],[],[],[],[],[],[],[],[],[],[],['expel/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/6955,1780,['air/N'],[],['the/D'],[],[],['inflammable/A'],[],[],[],[],[],[],[],[],['form/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7023,1780,['air/N'],['by/A'],['the/D'],[],[],[],[],[],[],[],[],['substance/N'],[],[],[],[],[],['assist/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7037,1780,['air/N'],[],['the/D'],[],[],['phlogisticate/V'],"[',/P']",[],['convert/V'],['small/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7053,1780,['air/N'],['of/A'],['the/D'],['comparison/N'],[],['dephlogisticated/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7093,1780,['air/N'],[],['the/D'],[],[],['dephlogisticated/A'],[],[],[],[],[],[],[],[],['prepare/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7120,1780,['air/N'],[],[],[],[],[],"[',/P']",[],[],['contain/V'],[],['likely/A'],[],[],[],['procure/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7130,1780,['air/N'],[],[],[],[],[],[],[],[],['contain/V'],[],[],[],[],[],['procure/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7162,1780,['air/N'],[],[],[],[],['dephlogisticated/A'],[],[],[],['yield/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7177,1780,['air/N'],[],['this/D'],[],[],[],[],[],[],['contain/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7191,1780,['air/N'],['with/A'],[],[],['phlogisticate/V'],['inflammable/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7235,1780,['air/N'],[],['the/D'],[],[],['dephlogisticated/A'],[],[],[],['pure/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7252,1780,['air/N'],[],['the/D'],[],[],[],[],[],[],[],[],[],[],[],[],[],['mix/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7260,1780,['air/N'],['with/A'],['a/D'],[],['explode/V'],"['phlogisticated/A', 'little/A']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7279,1780,['air/N'],['of/A'],[],['measure/N'],[],['inflammable/A'],[],['9750/N'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7284,1780,['air/N'],['of/A'],[],['9750/N'],[],['dephlogisticated/A'],[],[],[],[],[],[],[],[],[],['procure/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7311,1780,['air/N'],['of/A'],['the/D'],['quantity/N'],[],"['same/A', 'dephlogisticated/A']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7319,1780,['air/N'],['of/A'],[],['2500/N'],[],[],[],[],[],[],[],[],[],[],[],['phlogisticate/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7408,1780,['air/N'],['of/A'],['the/D'],['standard/N'],[],['burn/V'],[],['experiment/N'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7447,1780,['air/N'],[],['the/D'],[],[],[],[],[],[],[],[],[],[],[],['mix/V'],['explode/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7456,1780,['air/N'],['with/A'],['some/D'],[],['mix/V'],['phlogisticated/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7464,1780,['air/N'],[],['the/D'],[],[],['burnt/A'],[],[],[],['phlogisticated/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7518,1780,['air/N'],[],['the/D'],[],[],['phlogisticated/A'],[],[],['furnish/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],['be/A'],['that/S'],[],[],[],[],['it/P'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['show/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7561,1780,['air/N'],['of/A'],[],['globe/N'],[],['dephlogisticated/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7573,1780,['air/N'],['of/A'],[],['12200/N'],[],['dephlogisticated/A'],[],[],[],[],[],['25900/N'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7600,1780,['air/N'],['of/A'],[],['1500/N'],[],['dephlogisticated/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7612,1780,['air/N'],['of/A'],[],['2500/N'],[],['phlogisticated/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7628,1780,['air/N'],['of/A'],[],['quantity/N'],[],['dephlogisticated/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7689,1780,['air/N'],['of/A'],['the/D'],['standard/N'],[],['burn/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7713,1780,['air/N'],['in/A'],['some/D'],[],['let/V'],['dephlogisticated/A'],[],['experiment/N'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7755,1780,['air/N'],[],['the/D'],[],[],[],[],[],[],['free/A'],[],[],[],[],[],['explode/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7767,1780,['air/N'],['from/A'],[],[],['possible/A'],['common/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7781,1780,['air/N'],['of/A'],[],['mixture/N'],[],['dephlogisticated/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7790,1780,['air/N'],[],['the/D'],[],[],[],[],[],[],['let/V'],[],[],[],[],[],['explode/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7812,1780,['air/N'],[],[],[],[],"['common/A', 'little/A']",[],[],[],[],[],[],[],[],['leave/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7840,1780,['air/N'],['of/A'],['the/D'],['purity/N'],[],['dephlogisticated/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7867,1780,['air/N'],[],[],[],[],['dephlogisticated/A'],[],[],[],['water/N'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7879,1780,['air/N'],[],[],[],[],['inflammable/A'],"[',/P']",[],[],['water/N'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/7924,1780,['air/N'],['of/A'],[],[],['consist/V'],['dephlogisticated/A'],[],[],[],[],[],['phlogiston/N'],[],[],[],['deprive/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/8177,1780,['air/N'],[],[],[],[],['dephlogisticated/A'],[],['M./P'],[],['substance/N'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/8204,1780,['air/N'],[],[],[],[],['common/A'],[],[],[],['mixture/N'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/8216,1780,['air/N'],[],['the/D'],[],[],['dephlogisticated/A'],[],[],[],['pure/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/8252,1780,['air/N'],['into/A'],[],[],['convert/V'],['phlogisticated/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/8283,1780,['air/N'],[],['some/D'],[],[],['dephlogisticated/A'],[],[],[],[],[],[],[],[],[],[],['treat/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/8359,1780,['air/N'],[],['some/D'],[],[],['dephlogisticated/A'],[],[],[],[],[],[],[],[],['reduce/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/8380,1780,['air/N'],['of/A'],['this/D'],['standard/N'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/8392,1780,['air/N'],['of/A'],[],['standard/N'],[],"['pure/A', 'dephlogisticated/A']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/8415,1780,['air/N'],['of/A'],[],['standard/N'],[],"['pure/A', 'dephlogisticated/A']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/8420,1780,['air/N'],[],[],[],[],['common/A'],[],[],[],['contain/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/8474,1780,['air/N'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['say/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/8504,1780,['air/N'],['of/A'],[],['addition/N'],[],['dephlogisticated/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/8563,1780,['air/N'],['into/A'],[],[],['convertible/A'],['dephlogisticated/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/8567,1780,['air/N'],[],['that/D'],[],[],[],[],[],[],[],[],[],[],[],['procure/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/8605,1780,['air/N'],['into/A'],[],[],['convert/V'],['dephlogisticated/A'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
air/Royal_Society_Corpus_open_v6.0_text_106582_1784.txt/8652,1780,['air/N'],[],[],[],[],['dephlogisticate/V'],[],[],[],[],[],[],[],[],[],[],['yield/V'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
